MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
0.5085      38.58       0.9873      0.2584      1.744       72.03       18.01       0.006005    0.831       0.7317      0.8813      
0.3645      30.04       0.9511      0.2227      2.098       42.87       10.72       0.004519    0.8438      0.1521      0.2717      
0.7817      32.11       0.9671      0.1125      1.98        56.64       14.16       0.004467    0.826       1.617       0.4553      
0.2313      14.02       0.9716      0.3844      1.873       64.74       16.18       0.004116    0.6241      0.8503      0.05221     
1.021       36.12       0.9626      0.2512      1.544       29.34       7.335       0.007816    0.7901      0.008351    0.8724      
4.542       55.11       0.9024      0.4315      1.859       57.22       14.31       0.004188    0.7326      0.2673      0.5607      
0.953       56.97       0.9423      0.1023      2.055       75.9        18.97       0.01023     0.781       0.7477      0.1974      
2.024       38.53       0.938       0.3068      1.983       39.43       9.858       0.007977    0.8128      0.7279      0.8017      
1.359       65.39       0.9563      0.2014      1.297       55.96       13.99       0.004521    0.7793      0.2809      0.7298      
1.118       33.44       0.946       0.1031      1.984       27.28       6.82        0.004985    0.7727      0.2654      0.6917      
2.675       55.84       0.9114      0.3704      1.426       61.75       15.44       0.006293    0.7408      0.3802      0.7623      
0.4921      31.98       0.9675      0.3097      1.869       23.89       5.971       0.005327    0.713       0.8288      0.2274      
2.002       29.4        0.931       0.3055      1.271       31.33       7.832       0.004532    0.7268      1.409       0.2449      
4.777       33.5        0.9023      0.4384      1.364       44.5        11.13       0.004524    0.7378      0.1548      0.5519      
4.866       57.08       0.8961      0.399       1.619       53.48       13.37       0.007792    0.7291      0.1448      0.6346      
4.556       49.77       0.89        0.4714      1.36        43.87       10.97       0.007257    0.7067      0.2413      0.4049      
0.7008      14.8        0.9633      0.2282      1.808       27.78       6.946       0.003959    0.7627      1.392       0.3504      
0.8459      10.87       0.9427      0.452       1.809       28.24       7.061       0.009067    0.7468      1.656       0.13        
2.287       55.64       0.9438      0.2708      1.598       47.35       11.84       0.006207    0.7477      0.4207      0.3707      
1.856       39.34       0.9279      0.4297      1.961       58.04       14.51       0.006935    0.7076      0.5866      0.4081      
2.15        47.1        0.9296      0.2843      2.025       69.07       17.27       0.006558    0.6951      0.05592     0.8922      
0.1741      16.36       0.9944      0.4796      2.177       27.23       6.808       0.006044    0.7656      0.9654      0.8359      
0.3277      55.23       0.9738      0.3641      1.867       87.59       21.9        0.004926    0.8146      0.69        0.6908      
1.572       59.43       0.9584      0.3796      1.789       55.53       13.88       0.004398    0.7878      0.4102      0.7289      
0.9519      43.61       0.9457      0.2977      1.818       56.8        14.2        0.003733    0.8308      0.5658      0.878       
1.964       29.95       0.9498      0.4794      1.457       38.65       9.662       0.004465    0.6873      0.1357      0.6054      
0.2959      45.65       0.9927      0.4535      1.674       65.35       16.34       0.00668     0.6555      0.5617      0.2703      
1.306       9.973       0.9662      0.2292      1.866       76.16       19.04       0.007946    0.8179      0.5248      0.5737      
2.131       65.11       0.9388      0.1852      1.817       31.78       7.946       0.005477    0.7048      1.255       0.2563      
4.659       33.97       0.8954      0.3277      1.415       44.17       11.04       0.007954    0.7877      0.657       0.3932      
2.95        17.13       0.924       0.2827      1.304       72.64       18.16       0.004807    0.7259      0.8436      0.6811      
1.398       31.2        0.9682      0.3956      1.827       39.68       9.921       0.006546    0.7433      1.329       0.1909      
2.203       56.7        0.9371      0.3133      1.362       66.56       16.64       0.003712    0.7917      0.8374      0.3522      
0.2895      47.01       0.9732      0.2486      2.177       59.07       14.77       0.003991    0.8264      1.254       0.1519      
0.98        37.45       0.9578      0.243       1.447       35.13       8.783       0.00771     0.6192      0.6785      0.3704      
0.3024      39.03       0.9811      0.1876      1.628       75.07       18.77       0.009123    0.6573      0.06591     0.1263      
2.478       14          0.9232      0.1757      1.815       71.73       17.93       0.005598    0.7623      1.134       0.7451      
2.108       46.7        0.9236      0.2901      1.776       42.86       10.72       0.008227    0.6353      0.07527     0.7735      
1.113       18.13       0.9378      0.1916      1.486       65.08       16.27       0.006307    0.7769      0.73        0.6573      
0.7937      36.52       0.9798      0.1268      1.356       49.7        12.42       0.005933    0.668       0.7919      0.8761      
1.488       49.1        0.9479      0.3021      1.997       29.14       7.285       0.009648    0.7987      0.7751      0.2362      
0.0575      25.68       0.9642      0.3334      1.429       31.92       7.979       0.008978    0.6783      1.021       0.06787     
1.746       58.01       0.9513      0.3541      1.962       77.66       19.42       0.008436    0.7236      0.2575      0.6902      
1.456       24.5        0.9526      0.1101      1.592       46.08       11.52       0.005585    0.6958      1.321       0.7407      
2.76        60.22       0.9258      0.4794      1.685       32.22       8.055       0.008817    0.781       0.2462      0.354       
1.477       33.38       0.9432      0.4589      1.366       65.14       16.29       0.004613    0.7374      1.078       0.3255      
0.2759      63.34       0.9733      0.2773      1.609       62.64       15.66       0.004913    0.6653      0.212       0.3965      
0.3796      33.87       0.9686      0.4816      1.726       39.76       9.94        0.005338    0.7407      1.075       0.8117      
4.229       39.47       0.9072      0.4681      1.581       70.3        17.57       0.007086    0.7589      0.63        0.2226      
0.6844      33.88       0.9839      0.2361      1.251       56.4        14.1        0.01036     0.6982      0.7255      0.3334      
0.5873      55.66       0.9837      0.3469      1.439       79.26       19.81       0.009281    0.8306      1.135       0.774       
2.513       65.44       0.9429      0.2733      1.562       30.56       7.641       0.006528    0.7279      0.9124      0.1703      
2.47        36.56       0.9134      0.3302      1.302       68.61       17.15       0.007616    0.8142      1.198       0.6661      
0.6326      22.49       0.9862      0.1274      2.095       84.97       21.24       0.003927    0.6693      0.8951      0.7534      
0.7383      27.42       0.9556      0.4354      1.321       56.59       14.15       0.0071      0.7917      0.1326      0.4931      
0.756       48.2        0.9808      0.2985      1.741       55.48       13.87       0.003554    0.7311      1.683       0.6144      
1.607       57.18       0.9314      0.2118      1.832       37.03       9.256       0.006553    0.7354      0.8322      0.4062      
0.1788      15.59       0.996       0.3234      1.937       65.31       16.33       0.009612    0.7417      0.2528      0.4279      
0.9807      74.39       0.945       0.1344      1.256       84.37       21.09       0.003554    0.6395      0.08771     0.3521      
2.893       27.72       0.9312      0.2589      1.59        65.56       16.39       0.007046    0.7557      0.03187     0.6255      
2.842       30.96       0.9417      0.1356      1.301       60.83       15.21       0.006073    0.8183      0.2972      0.5009      
4.503       36.8        0.9097      0.1976      1.623       51.56       12.89       0.005677    0.7123      0.4971      0.7201      
0.9815      22.38       0.9638      0.435       1.434       75.06       18.77       0.009086    0.67        0.7652      0.895       
